COIL,MT_FROM,MT_TO,DATE,DIF_TIPO_1,DIF_TIPO_2,DIF_TIPO_3,DIF_TIPO_4,DIF_TIPO_5,DIF_TIPO_6,defect_event_id,coverage_status,points_in_interval,run_min_mt,run_max_mt
410213,0.0,1517.0,2019-04-12,0,0,0,0,1,0,279,partial_coverage,200,0.0,1393.0
407910,0.0,2113.0,2019-04-13,0,0,1,1,0,0,280,partial_coverage,302,0.0,2107.0
409114,0.0,1546.0,2019-04-13,0,0,1,0,0,0,281,partial_coverage,221,0.0,1540.0
409116,2.0,2116.0,2019-04-13,0,0,1,0,1,0,282,partial_coverage,285,0.0,1995.0
409810,0.0,1458.0,2019-04-13,0,0,1,0,0,0,283,partial_coverage,209,0.0,1456.0
410011,0.0,1460.0,2019-04-13,0,0,1,0,0,0,284,partial_coverage,209,0.0,1456.0
367736,0.0,719.0,2019-04-14,0,0,1,0,0,0,285,partial_coverage,103,0.0,714.0
406620,850.0,1200.0,2019-04-14,0,0,1,0,0,0,286,full_coverage,50,0.0,1288.0
409612,0.0,1058.0,2019-04-14,0,0,1,0,0,0,287,partial_coverage,135,0.0,938.0
409614,0.0,696.0,2019-04-14,0,0,0,1,0,0,288,partial_coverage,100,0.0,693.0
410010,0.0,550.0,2019-04-14,0,0,0,1,0,0,289,full_coverage,79,0.0,1022.0
410417,0.0,270.0,2019-04-14,0,0,0,1,0,0,290,full_coverage,39,0.0,924.0
410447,0.0,1371.0,2019-04-14,0,0,1,0,0,0,291,partial_coverage,196,0.0,1365.0
411015,0.0,1511.0,2019-04-14,0,0,1,0,0,0,292,partial_coverage,216,0.0,1505.0
411021,0.0,1792.0,2019-04-14,0,0,1,1,0,0,293,full_coverage,257,0.0,1792.0
407131,0.0,579.0,2019-04-15,0,0,1,0,0,0,294,full_coverage,83,0.0,1043.0
407131,580.0,1044.0,2019-04-15,1,0,1,0,0,0,295,partial_coverage,67,0.0,1043.0
408329,1.0,2146.0,2019-04-15,0,0,1,0,0,0,296,partial_coverage,203,0.0,1421.0
410434,3.0,2121.0,2019-04-15,0,0,0,1,0,0,297,partial_coverage,235,0.0,1645.0
410441,0.0,1289.0,2019-04-15,0,0,1,0,0,0,298,partial_coverage,168,0.0,1169.0
411017,417.0,1411.0,2019-04-15,1,0,1,1,0,0,299,partial_coverage,136,0.0,1365.0
411412,0.0,1169.0,2019-04-15,0,0,1,0,0,0,300,full_coverage,168,0.0,1169.0
411713,0.0,1560.0,2019-04-15,0,0,1,0,0,0,301,partial_coverage,223,0.0,1554.0
412314,0.0,2573.0,2019-04-15,0,0,1,0,0,0,302,partial_coverage,351,0.0,2450.0
412511,0.0,1380.0,2019-04-15,0,0,1,0,0,0,303,partial_coverage,198,0.0,1379.0
412914,0.0,1033.0,2019-04-15,1,0,1,1,0,0,304,partial_coverage,148,0.0,1029.0
407127,3.0,1999.0,2019-04-16,0,0,1,0,0,0,305,partial_coverage,285,7.0,2681.0
407127,2000.0,2683.0,2019-04-16,0,0,1,1,0,0,306,partial_coverage,98,7.0,2681.0
408325,800.0,2241.0,2019-04-16,0,0,0,1,0,0,307,partial_coverage,206,7.0,2240.0
408326,0.0,2721.0,2019-04-16,0,0,0,1,0,0,308,partial_coverage,389,0.0,2716.0
408330,1.0,1510.0,2019-04-16,0,0,1,0,0,0,309,partial_coverage,215,7.0,1505.0
408910,0.0,2139.0,2019-04-16,0,0,1,1,0,0,310,partial_coverage,306,0.0,2135.0
409117,1.0,1200.0,2019-04-16,0,0,0,1,0,0,311,partial_coverage,171,7.0,2100.0
410411,3.0,2091.0,2019-04-16,0,0,1,1,0,0,312,partial_coverage,254,0.0,1778.0
410422,0.0,1412.0,2019-04-16,0,0,1,0,0,0,313,partial_coverage,151,0.0,1050.0
410424,119.0,1756.0,2019-04-16,0,0,1,0,0,0,314,partial_coverage,231,0.0,1729.0
410426,650.0,1800.0,2019-04-16,0,1,0,1,0,0,315,full_coverage,165,7.0,2555.0
410426,2.0,2556.0,2019-04-16,0,0,0,1,0,0,316,partial_coverage,365,7.0,2555.0
410444,0.0,1458.0,2019-04-16,0,0,1,1,0,0,317,partial_coverage,209,0.0,1456.0
410712,3.0,2136.0,2019-04-16,0,0,1,0,0,0,318,partial_coverage,305,7.0,2135.0
411711,1.0,1891.0,2019-04-16,0,0,1,0,0,0,319,partial_coverage,253,0.0,1771.0
411712,0.0,1538.0,2019-04-16,0,0,1,0,0,0,320,partial_coverage,220,0.0,1533.0
412313,0.0,2602.0,2019-04-16,0,0,1,0,0,0,321,partial_coverage,372,0.0,2597.0
412316,0.0,2127.0,2019-04-16,0,0,1,1,0,0,322,partial_coverage,287,0.0,2002.0
412512,1.0,1913.0,2019-04-16,0,0,1,0,0,0,323,partial_coverage,169,0.0,1183.0
408735,0.0,2313.0,2019-04-18,0,0,1,1,0,0,324,partial_coverage,331,0.0,2310.0
411111,0.0,1024.0,2019-04-18,0,0,1,0,0,0,325,partial_coverage,147,0.0,1022.0
412023,0.0,1046.0,2019-04-18,0,0,1,0,0,0,326,partial_coverage,150,0.0,1043.0
412024,0.0,1055.0,2019-04-18,0,0,1,0,0,0,327,partial_coverage,134,0.0,931.0
412410,351.0,1398.0,2019-04-18,0,0,1,0,0,0,328,partial_coverage,149,7.0,1393.0
412410,4.0,350.0,2019-04-18,1,0,1,0,0,0,329,partial_coverage,50,7.0,1393.0
412411,2.0,2114.0,2019-04-18,0,0,1,1,0,0,330,partial_coverage,302,7.0,2114.0
412710,0.0,1031.0,2019-04-18,0,0,1,0,0,0,331,partial_coverage,136,0.0,945.0
412711,0.0,1107.0,2019-04-18,0,0,1,1,0,0,332,partial_coverage,159,0.0,1106.0
413210,0.0,1444.0,2019-04-18,0,0,1,1,0,0,333,partial_coverage,207,0.0,1442.0
413311,0.0,1107.0,2019-04-18,0,0,1,1,0,0,334,partial_coverage,159,0.0,1106.0
413312,3.0,2091.0,2019-04-18,0,0,1,1,0,0,335,partial_coverage,298,7.0,2086.0
413313,1.0,2076.0,2019-04-18,0,1,1,1,0,0,336,partial_coverage,296,7.0,2072.0
407118,854.0,1480.0,2019-04-19,0,0,1,1,0,0,337,full_coverage,90,0.0,2373.0
410910,0.0,685.0,2019-04-19,0,0,1,0,0,0,338,partial_coverage,98,0.0,679.0
411110,0.0,678.0,2019-04-19,0,0,1,0,0,0,339,partial_coverage,80,0.0,553.0
413415,0.0,1055.0,2019-04-19,0,0,1,0,0,0,340,partial_coverage,151,0.0,1050.0
413417,0.0,390.0,2019-04-19,0,1,1,0,1,0,341,full_coverage,56,0.0,1281.0
413417,391.0,1403.0,2019-04-19,0,1,1,0,0,0,342,partial_coverage,128,0.0,1281.0
413421,4.0,2147.0,2019-04-19,0,1,1,1,0,0,343,partial_coverage,306,7.0,2142.0
413424,2.0,2099.0,2019-04-19,0,1,1,1,0,0,344,partial_coverage,186,0.0,1302.0
413425,4.0,649.0,2019-04-19,0,0,0,1,0,0,345,partial_coverage,92,7.0,2086.0
413425,650.0,2092.0,2019-04-19,0,1,0,1,0,0,346,partial_coverage,206,7.0,2086.0
413924,1.0,1508.0,2019-04-19,0,0,1,0,0,0,347,partial_coverage,215,7.0,1505.0
413925,0.0,1542.0,2019-04-19,0,0,1,1,0,0,348,partial_coverage,221,0.0,1540.0
413944,0.0,1423.0,2019-04-19,0,0,1,1,0,0,349,partial_coverage,204,0.0,1421.0
413946,350.0,2163.0,2019-04-19,0,0,0,1,0,0,350,full_coverage,260,0.0,2163.0
413948,0.0,1074.0,2019-04-19,0,0,1,0,0,0,351,partial_coverage,154,0.0,1071.0
413949,0.0,1420.0,2019-04-19,0,0,1,1,0,0,352,partial_coverage,186,0.0,1295.0
414336,0.0,1442.0,2019-04-19,0,0,1,1,0,0,353,full_coverage,207,0.0,1442.0
414337,19.0,1455.0,2019-04-19,0,0,1,1,0,0,354,partial_coverage,205,21.0,1449.0
414338,0.0,1237.0,2019-04-19,0,0,1,0,1,0,355,partial_coverage,160,0.0,1113.0
414519,0.0,50.0,2019-04-19,0,0,1,0,1,0,356,full_coverage,8,0.0,1519.0
414519,51.0,1520.0,2019-04-19,0,0,1,0,0,0,357,partial_coverage,210,0.0,1519.0
414522,0.0,1059.0,2019-04-19,0,0,1,0,0,0,358,partial_coverage,152,0.0,1057.0
407311,500.0,614.0,2019-04-20,0,1,1,0,0,0,359,full_coverage,16,0.0,686.0
407311,450.0,499.0,2019-04-20,0,1,0,0,0,0,360,full_coverage,7,0.0,686.0
407313,251.0,826.0,2019-04-20,0,0,1,0,0,0,361,full_coverage,83,0.0,826.0
407313,0.0,250.0,2019-04-20,0,0,1,0,0,1,362,full_coverage,36,0.0,826.0
411138,0.0,687.0,2019-04-20,0,0,1,0,0,0,363,partial_coverage,99,0.0,686.0
411139,0.0,680.0,2019-04-20,0,0,1,0,0,0,364,partial_coverage,98,0.0,679.0
412010,0.0,611.0,2019-04-20,0,0,1,0,0,0,365,partial_coverage,81,0.0,560.0
412022,0.0,587.0,2019-04-20,0,0,1,0,0,0,366,full_coverage,84,0.0,679.0
412918,320.0,558.0,2019-04-20,1,1,0,0,0,0,367,full_coverage,34,0.0,581.0
412918,90.0,319.0,2019-04-20,1,0,0,0,0,0,368,full_coverage,33,0.0,581.0
413414,0.0,1128.0,2019-04-20,0,0,1,0,0,0,369,partial_coverage,162,0.0,1127.0
413922,0.0,706.0,2019-04-20,0,0,1,0,0,0,370,partial_coverage,101,0.0,700.0
413923,0.0,1523.0,2019-04-20,0,0,1,0,0,0,371,partial_coverage,153,0.0,1064.0
414324,3.0,2195.0,2019-04-20,0,0,1,1,0,0,372,partial_coverage,313,7.0,2191.0
414327,1.0,2176.0,2019-04-20,0,0,1,1,0,0,373,partial_coverage,310,7.0,2170.0
414331,0.0,2197.0,2019-04-20,0,0,1,1,0,0,374,partial_coverage,314,0.0,2191.0
414335,0.0,1447.0,2019-04-20,0,0,1,1,0,0,375,partial_coverage,207,0.0,1442.0
414517,0.0,1394.0,2019-04-20,0,0,1,0,0,0,376,partial_coverage,200,0.0,1393.0
414610,0.0,1504.0,2019-04-20,0,0,1,0,0,0,377,partial_coverage,215,0.0,1498.0
414611,0.0,980.0,2019-04-20,0,0,1,0,0,0,378,full_coverage,141,0.0,1477.0
414713,2.0,1708.0,2019-04-20,0,0,1,1,0,0,379,partial_coverage,244,7.0,1708.0
414723,0.0,1797.0,2019-04-20,0,1,1,1,0,0,380,partial_coverage,257,0.0,1792.0
414728,0.0,1444.0,2019-04-20,0,0,1,0,0,0,381,partial_coverage,207,0.0,1442.0
415111,0.0,1260.0,2019-04-20,0,1,1,1,0,0,382,full_coverage,181,0.0,1904.0
415111,531.0,1910.0,2019-04-20,0,0,1,1,0,0,383,partial_coverage,197,0.0,1904.0
412315,7.0,2314.0,2019-04-21,0,0,1,1,0,0,384,partial_coverage,305,0.0,2135.0
414539,3.0,2147.0,2019-04-21,0,0,1,0,0,0,385,partial_coverage,289,0.0,2023.0
415112,0.0,2269.0,2019-04-21,0,0,1,1,0,0,386,partial_coverage,325,0.0,2268.0
415823,2.0,1780.0,2019-04-21,0,0,1,1,0,0,387,partial_coverage,237,0.0,1659.0
415512,0.0,1660.0,2019-04-23,0,0,1,0,0,0,388,full_coverage,238,0.0,1897.0
415824,1.0,1877.0,2019-04-23,0,0,1,0,0,0,389,partial_coverage,251,0.0,1757.0
410423,1.0,2115.0,2019-04-24,0,0,1,1,0,0,390,partial_coverage,302,7.0,2114.0
413950,0.0,1405.0,2019-04-24,0,0,1,1,0,0,391,partial_coverage,201,0.0,1400.0
414322,1100.0,1416.0,2019-04-24,0,0,1,0,0,0,392,partial_coverage,45,0.0,1414.0
414325,683.0,2239.0,2019-04-24,0,0,1,1,0,0,393,partial_coverage,222,686.0,2877.0
414326,0.0,2212.0,2019-04-24,0,0,1,1,0,0,394,full_coverage,317,0.0,2212.0
414332,1.0,2107.0,2019-04-24,0,0,1,1,0,0,395,partial_coverage,301,7.0,2107.0
414716,0.0,1300.0,2019-04-24,0,0,1,1,0,0,396,full_coverage,186,0.0,1512.0
414716,1301.0,1513.0,2019-04-24,0,0,0,1,0,0,397,partial_coverage,31,0.0,1512.0
414716,290.0,375.0,2019-04-24,1,0,1,1,0,0,398,full_coverage,12,0.0,1512.0
414717,430.0,1300.0,2019-04-24,0,0,1,1,0,0,399,partial_coverage,124,434.0,2527.0
414717,1301.0,2136.0,2019-04-24,0,0,1,0,0,0,400,full_coverage,120,434.0,2527.0
414719,5.0,1787.0,2019-04-24,0,0,1,1,0,0,401,partial_coverage,255,7.0,1785.0
414721,5.0,2160.0,2019-04-24,0,0,1,1,0,0,402,partial_coverage,308,7.0,2156.0
414722,0.0,1267.0,2019-04-24,0,0,1,1,0,0,403,full_coverage,182,0.0,1267.0
414725,0.0,1730.0,2019-04-24,0,0,1,1,0,0,404,partial_coverage,248,0.0,1729.0
414912,1.0,1917.0,2019-04-24,0,0,1,0,0,0,405,partial_coverage,273,7.0,1911.0
414914,0.0,2269.0,2019-04-24,0,0,1,0,0,0,406,partial_coverage,325,0.0,2268.0
415513,3.0,2275.0,2019-04-24,0,0,1,1,0,0,407,partial_coverage,308,0.0,2156.0
415514,1.0,2281.0,2019-04-24,0,0,1,0,0,0,408,partial_coverage,325,7.0,2275.0
415515,0.0,2239.0,2019-04-24,0,0,0,1,0,0,409,partial_coverage,269,0.0,1876.0
415827,0.0,2624.0,2019-04-24,0,0,1,0,0,0,410,partial_coverage,375,0.0,2618.0
413916,0.0,588.0,2019-04-25,0,0,1,0,0,0,411,full_coverage,85,0.0,588.0
414317,0.0,130.0,2019-04-25,0,1,0,0,1,0,412,full_coverage,19,0.0,952.0
414317,131.0,958.0,2019-04-25,0,0,0,0,1,0,413,partial_coverage,118,0.0,952.0
415814,0.0,580.0,2019-04-25,0,0,1,1,1,0,414,partial_coverage,83,0.0,574.0
414720,0.0,1389.0,2019-04-26,0,0,0,1,0,0,415,partial_coverage,199,0.0,1386.0
416316,0.0,1033.0,2019-04-27,0,1,1,0,0,0,416,partial_coverage,148,0.0,1029.0
417210,0.0,803.0,2019-04-27,0,0,0,1,0,0,417,partial_coverage,115,0.0,798.0
417227,0.0,1225.0,2019-04-27,0,1,1,0,0,0,418,full_coverage,176,0.0,1225.0
418319,0.0,1038.0,2019-04-27,0,0,1,0,0,0,419,partial_coverage,132,0.0,917.0
418325,0.0,1083.0,2019-04-27,0,1,0,0,0,0,420,partial_coverage,104,0.0,721.0
414718,0.0,788.0,2019-04-28,0,0,1,0,0,0,421,partial_coverage,62,0.0,427.0
417226,0.0,1226.0,2019-04-28,0,0,1,0,0,0,422,partial_coverage,108,0.0,749.0
417614,0.0,1536.0,2019-04-28,1,0,1,1,0,0,423,partial_coverage,203,0.0,1414.0
417815,1.0,1293.0,2019-04-28,1,0,0,0,0,0,424,partial_coverage,101,0.0,707.0
418110,90.0,200.0,2019-04-28,1,0,0,0,0,0,425,full_coverage,16,7.0,1960.0
418314,0.0,598.0,2019-04-28,0,0,1,0,0,0,426,partial_coverage,86,0.0,595.0
418315,20.0,28.0,2019-04-28,0,0,1,0,0,0,427,partial_coverage,2,21.0,28.0
418327,0.0,694.0,2019-04-28,0,0,1,0,0,0,428,partial_coverage,100,0.0,693.0
418341,0.0,926.0,2019-04-28,0,0,1,0,0,0,429,partial_coverage,133,0.0,924.0
418348,0.0,914.0,2019-04-28,0,0,1,0,0,0,430,partial_coverage,131,0.0,910.0
418349,67.0,79.0,2019-04-28,0,1,1,0,0,0,431,partial_coverage,2,70.0,77.0
418811,0.0,1533.0,2019-04-28,0,0,1,1,0,0,432,full_coverage,220,0.0,1533.0
417610,0.0,839.0,2019-04-29,1,0,1,1,0,0,433,partial_coverage,120,0.0,833.0
417611,0.0,1077.0,2019-04-29,0,0,1,1,0,0,434,partial_coverage,154,0.0,1071.0
417812,0.0,722.0,2019-04-29,0,0,1,0,0,0,435,full_coverage,104,0.0,1029.0
417812,200.0,500.0,2019-04-29,0,1,1,0,0,0,436,full_coverage,43,0.0,1029.0
417813,0.0,1081.0,2019-04-29,0,0,1,1,0,0,437,partial_coverage,155,0.0,1078.0
418111,1.0,1079.0,2019-04-29,0,0,1,1,0,0,438,partial_coverage,137,0.0,959.0
418113,0.0,975.0,2019-04-29,0,1,1,1,0,0,439,partial_coverage,140,0.0,973.0
418313,873.0,1071.0,2019-04-29,0,0,1,1,0,0,440,partial_coverage,29,875.0,3465.0
413951,3.0,1800.0,2019-04-30,0,0,0,1,0,0,441,partial_coverage,257,7.0,2163.0
414339,0.0,1406.0,2019-04-30,0,0,1,0,0,0,442,partial_coverage,201,0.0,1400.0
418316,1.0,2198.0,2019-04-30,0,0,0,1,0,0,443,partial_coverage,297,0.0,2079.0
418317,1300.0,2179.0,2019-04-30,0,0,1,1,0,0,444,partial_coverage,109,0.0,2058.0
418812,0.0,1505.0,2019-04-30,0,0,1,0,0,0,445,full_coverage,216,0.0,1505.0
418816,0.0,1130.0,2019-04-30,0,0,1,0,0,0,446,partial_coverage,162,0.0,1127.0
418818,0.0,2173.0,2019-04-30,0,0,1,1,0,0,447,partial_coverage,311,0.0,2170.0
418819,0.0,1424.0,2019-04-30,0,0,1,1,0,0,448,partial_coverage,204,0.0,1421.0
418820,1.0,2153.0,2019-04-30,0,1,0,1,0,0,449,partial_coverage,271,0.0,1897.0
418820,401.0,1869.0,2019-04-30,0,0,0,1,0,0,450,full_coverage,210,0.0,1897.0
418838,0.0,1098.0,2019-04-30,1,1,0,1,0,0,451,partial_coverage,157,0.0,1092.0
419214,0.0,893.0,2019-04-30,0,0,1,0,0,0,452,partial_coverage,85,0.0,588.0
419215,60.0,60.0,2019-04-30,0,0,1,0,1,0,453,zero_coverage,0,49.0,917.0
419215,44.0,893.0,2019-04-30,0,0,1,0,0,0,454,partial_coverage,121,49.0,917.0
419218,0.0,1436.0,2019-04-30,0,0,1,0,0,0,455,partial_coverage,206,0.0,1435.0
419219,0.0,1384.0,2019-04-30,0,0,1,0,1,0,456,partial_coverage,198,0.0,1379.0
419220,0.0,2082.0,2019-04-30,0,0,0,1,0,0,457,partial_coverage,281,0.0,1960.0
419221,1.0,2193.0,2019-04-30,0,1,1,1,0,0,458,partial_coverage,313,7.0,2198.0
419223,0.0,2179.0,2019-04-30,0,0,0,1,0,0,459,partial_coverage,312,0.0,2177.0
419226,0.0,2030.0,2019-04-30,0,1,1,1,0,0,460,full_coverage,291,0.0,2030.0
419230,101.0,1818.0,2019-04-30,0,0,0,1,0,0,461,partial_coverage,228,0.0,1694.0
419230,1.0,100.0,2019-04-30,0,1,0,1,0,0,462,full_coverage,14,0.0,1694.0
419234,0.0,1020.0,2019-04-30,0,0,1,0,0,0,463,partial_coverage,146,0.0,1015.0
419510,0.0,694.0,2019-04-30,0,0,1,0,0,0,464,partial_coverage,100,0.0,693.0
419513,93.0,1061.0,2019-04-30,0,0,1,0,0,0,465,partial_coverage,138,98.0,1127.0
419518,0.0,1020.0,2019-04-30,0,0,0,0,1,0,466,partial_coverage,146,0.0,1015.0
419519,0.0,1040.0,2019-04-30,0,0,1,0,0,0,467,partial_coverage,149,0.0,1036.0
420514,0.0,1904.0,2019-04-30,0,0,1,0,0,0,468,full_coverage,273,0.0,1904.0
420517,0.0,1129.0,2019-04-30,0,0,1,0,0,0,469,partial_coverage,145,0.0,1008.0
419240,1800.0,2783.0,2019-05-02,0,0,1,1,1,0,470,partial_coverage,72,0.0,2303.0
419240,1420.0,1799.0,2019-05-02,0,0,1,0,1,0,471,full_coverage,55,0.0,2303.0
419240,0.0,1419.0,2019-05-02,0,0,1,0,0,0,472,full_coverage,203,0.0,2303.0
409331,0.0,930.0,2019-05-04,0,0,0,1,0,0,473,partial_coverage,133,0.0,924.0
411212,0.0,330.0,2019-05-04,0,1,0,0,0,0,474,full_coverage,48,0.0,539.0
411245,0.0,813.0,2019-05-04,0,0,1,0,0,0,475,partial_coverage,83,0.0,574.0
414210,0.0,0.0,2019-05-04,0,0,0,1,0,0,476,full_coverage,1,0.0,1015.0
418822,0.0,1028.0,2019-05-04,0,0,1,1,0,0,477,partial_coverage,147,0.0,1022.0
419711,92.0,699.0,2019-05-04,0,0,0,1,0,0,478,partial_coverage,86,98.0,1393.0
419711,700.0,1320.0,2019-05-04,0,1,0,1,0,0,479,full_coverage,89,98.0,1393.0
420512,0.0,1028.0,2019-05-04,0,0,0,1,0,0,480,partial_coverage,147,0.0,1022.0
420518,0.0,1176.0,2019-05-04,0,0,1,0,0,0,481,full_coverage,169,0.0,1176.0
421017,42.0,160.0,2019-05-04,0,0,0,1,0,0,482,partial_coverage,11,0.0,112.0
421018,0.0,1059.0,2019-05-04,0,0,1,0,0,0,483,partial_coverage,152,0.0,1057.0
421019,0.0,1046.0,2019-05-04,0,0,0,1,0,0,484,partial_coverage,150,0.0,1043.0
399111,1.0,110.0,2019-05-06,1,0,0,0,0,0,485,partial_coverage,15,7.0,1512.0
416111,800.0,1049.0,2019-05-06,0,0,1,0,1,0,486,partial_coverage,35,0.0,1043.0
416111,0.0,799.0,2019-05-06,0,0,0,0,1,0,487,full_coverage,115,0.0,1043.0
417711,0.0,120.0,2019-05-06,1,0,0,0,0,0,488,full_coverage,18,0.0,644.0
419217,563.0,1442.0,2019-05-06,0,0,1,0,0,0,489,partial_coverage,126,567.0,2639.0
419237,51.0,2172.0,2019-05-06,0,0,1,0,0,0,490,partial_coverage,303,56.0,2177.0
419424,0.0,1778.0,2019-05-06,0,0,1,0,0,0,491,full_coverage,255,0.0,1778.0
419538,810.0,1403.0,2019-05-06,1,0,0,0,0,0,492,partial_coverage,85,0.0,1400.0
419922,0.0,2000.0,2019-05-06,0,0,1,1,0,0,493,full_coverage,286,0.0,2730.0
419922,2001.0,2730.0,2019-05-06,0,0,1,0,0,0,494,full_coverage,105,0.0,2730.0
419932,0.0,2643.0,2019-05-06,0,0,1,1,0,0,495,partial_coverage,323,0.0,2254.0
420310,0.0,900.0,2019-05-06,0,0,1,0,1,0,496,full_coverage,129,0.0,924.0
420310,901.0,1048.0,2019-05-06,0,0,0,0,1,0,497,partial_coverage,4,0.0,924.0
420311,0.0,1048.0,2019-05-06,0,0,1,0,1,0,498,partial_coverage,150,0.0,1043.0
420313,0.0,2600.0,2019-05-06,0,0,1,1,0,0,499,partial_coverage,355,0.0,2478.0
420411,264.0,1736.0,2019-05-06,0,0,1,0,0,0,500,partial_coverage,115,0.0,1064.0
420412,310.0,1437.0,2019-05-06,0,0,0,0,1,0,501,partial_coverage,161,315.0,1715.0
420913,750.0,1500.0,2019-05-06,0,0,0,1,0,0,502,full_coverage,107,0.0,2107.0
420914,0.0,1300.0,2019-05-06,0,0,1,0,0,1,503,full_coverage,186,0.0,2121.0
420914,1301.0,2125.0,2019-05-06,0,0,1,0,0,0,504,partial_coverage,118,0.0,2121.0
421111,0.0,1669.0,2019-05-06,0,0,1,0,0,0,505,full_coverage,239,0.0,1729.0
421111,1670.0,1730.0,2019-05-06,0,0,1,0,1,0,506,partial_coverage,9,0.0,1729.0
420820,40.0,1150.0,2019-05-07,0,1,0,0,0,0,507,full_coverage,159,7.0,4102.0
416717,0.0,2752.0,2019-05-08,0,0,1,0,0,0,508,partial_coverage,289,0.0,2016.0
419547,0.0,1800.0,2019-05-08,0,0,1,0,0,0,509,partial_coverage,255,0.0,1778.0
420516,0.0,669.0,2019-05-08,0,0,1,0,0,1,510,partial_coverage,96,0.0,665.0
422133,1.0,1830.0,2019-05-08,0,0,1,0,0,0,511,partial_coverage,261,7.0,1827.0
422317,0.0,583.0,2019-05-08,1,0,1,0,0,1,512,partial_coverage,84,0.0,581.0
422319,7.0,15.0,2019-05-08,0,0,1,0,0,1,513,partial_coverage,2,7.0,14.0
422320,0.0,300.0,2019-05-08,1,0,1,0,0,1,514,full_coverage,43,0.0,679.0
422320,301.0,679.0,2019-05-08,0,0,1,0,0,1,515,full_coverage,55,0.0,679.0
422322,0.0,1505.0,2019-05-08,0,0,1,0,0,0,516,full_coverage,216,0.0,1505.0
422323,0.0,1202.0,2019-05-08,0,0,1,0,1,0,517,partial_coverage,172,0.0,1197.0
422515,0.0,705.0,2019-05-08,0,0,1,0,0,1,518,partial_coverage,101,0.0,700.0
422520,0.0,1713.0,2019-05-08,0,0,1,0,0,0,519,partial_coverage,245,0.0,1708.0
422521,0.0,1420.0,2019-05-08,0,0,1,0,0,0,520,partial_coverage,186,0.0,1295.0
422529,0.0,706.0,2019-05-08,0,0,1,0,0,1,521,partial_coverage,101,0.0,700.0
422530,0.0,520.0,2019-05-08,0,0,1,0,0,1,522,full_coverage,75,0.0,588.0
422530,521.0,591.0,2019-05-08,0,0,1,0,0,0,523,partial_coverage,10,0.0,588.0
422617,535.0,2201.0,2019-05-08,0,0,1,0,0,0,524,partial_coverage,238,539.0,4774.0
422618,0.0,2180.0,2019-05-08,0,0,1,0,0,0,525,partial_coverage,295,0.0,2058.0
422718,0.0,953.0,2019-05-08,1,0,1,0,0,0,526,partial_coverage,137,0.0,952.0
422719,0.0,1759.0,2019-05-08,0,0,1,0,0,0,527,partial_coverage,252,0.0,1757.0
422720,0.0,1418.0,2019-05-08,0,0,1,0,1,0,528,partial_coverage,203,0.0,1414.0
422916,0.0,375.0,2019-05-08,1,0,1,0,0,1,529,full_coverage,54,0.0,707.0
422916,376.0,828.0,2019-05-08,0,0,1,0,0,1,530,partial_coverage,48,0.0,707.0
422917,0.0,1060.0,2019-05-08,1,0,1,0,0,0,531,partial_coverage,152,0.0,1057.0
422917,250.0,700.0,2019-05-08,1,0,1,0,0,1,532,full_coverage,65,0.0,1057.0
422925,1.0,2144.0,2019-05-08,0,0,1,0,0,0,533,partial_coverage,289,0.0,2023.0
422717,0.0,1047.0,2019-05-10,0,0,1,1,0,1,534,partial_coverage,150,0.0,1043.0
422923,112.0,1088.0,2019-05-10,0,0,1,1,0,1,535,partial_coverage,134,0.0,1043.0
422924,0.0,1072.0,2019-05-10,0,0,1,1,0,1,536,partial_coverage,154,0.0,1071.0
423219,3.0,846.0,2019-05-10,0,0,1,1,0,1,537,partial_coverage,120,7.0,840.0
423414,0.0,1059.0,2019-05-10,0,0,1,0,0,1,538,partial_coverage,152,0.0,1057.0
424012,0.0,729.0,2019-05-10,0,0,1,1,0,0,539,full_coverage,105,0.0,1274.0
424012,730.0,1394.0,2019-05-10,0,0,1,1,1,0,540,partial_coverage,78,0.0,1274.0
421912,0.0,1542.0,2019-05-11,0,0,1,1,0,1,541,partial_coverage,204,0.0,1421.0
422528,0.0,2174.0,2019-05-11,0,0,1,0,0,0,542,partial_coverage,311,0.0,2170.0
422528,305.0,306.0,2019-05-11,0,0,1,0,0,1,543,zero_coverage,0,0.0,2170.0
422915,0.0,90.0,2019-05-11,1,0,1,1,0,1,544,full_coverage,13,0.0,609.0
422915,91.0,1091.0,2019-05-11,0,0,1,1,0,1,545,partial_coverage,75,0.0,609.0
422918,0.0,1061.0,2019-05-11,0,0,1,0,0,0,546,partial_coverage,118,0.0,819.0
423232,0.0,976.0,2019-05-11,0,0,1,1,0,1,547,partial_coverage,140,0.0,973.0
423614,4.0,899.0,2019-05-11,0,0,1,1,0,1,548,partial_coverage,128,7.0,1743.0
423614,900.0,1436.0,2019-05-11,1,0,1,1,0,1,549,full_coverage,77,7.0,1743.0
423615,0.0,1145.0,2019-05-11,0,1,1,1,0,0,550,full_coverage,164,0.0,1778.0
423615,1146.0,1782.0,2019-05-11,0,0,1,1,0,0,551,partial_coverage,91,0.0,1778.0
423618,0.0,2118.0,2019-05-11,0,0,1,1,0,0,552,partial_coverage,303,0.0,2114.0
423632,0.0,2611.0,2019-05-11,0,0,1,1,0,0,553,full_coverage,374,0.0,2611.0
423715,0.0,851.0,2019-05-11,0,0,1,1,0,1,554,partial_coverage,122,0.0,847.0
